claim_id,policy_id,customer_id,policy_type,vehicle_segment,incident_type,incident_date,claim_reported,total_claim_amount,repair_estimate,police_report_available,injury_severity,policy_annual_mileage,insured_zip,insured_city,insured_state,fraud_reported
C84035695,P0236933,U603627,Comprehensive,Hatchback,Windshield Damage,09/04/2023,09/04/2023,17040.49,13856.75,Yes,None,7349,600003,Chennai,Tamil Nadu,Yes
C23023956,P2559361,U500420,Comprehensive,Sedan,Side Collision,07/16/2024,07/18/2024,32939.09,24456.4,No,Minor,15007,411004,Pune,Maharashtra,No
C17663044,P1751654,U403458,Comprehensive,Motorcycle,Rear Collision,02/15/2024,02/15/2024,10944.74,10578.6,Yes,None,2218,302006,Jaipur,Rajasthan,No
C87029402,P1366036,U653509,Motor TP,Hatchback,Side Collision,09/17/2025,09/22/2025,8683.64,7995.26,No,None,4903,302003,Jaipur,Rajasthan,No
C76839540,P1735747,U082478,Motor OD,Motorcycle,Side Collision,12/21/2024,12/22/2024,14463.14,11051.96,No,Minor,15899,500002,Hyderabad,Telangana,No
C38119914,P3551966,U712532,Comprehensive,SUV,Rear Collision,12/21/2023,12/23/2023,51603.14,45990.51,No,Minor,8738,411003,Pune,Maharashtra,No
C54460802,P8203057,U580762,Comprehensive,SUV,Side Collision,12/18/2023,12/20/2023,28362.83,26981.69,Yes,None,10561,400004,Mumbai,Maharashtra,Yes
C86374158,P8078907,U307348,Motor OD,Sedan,Rear Collision,07/28/2025,07/29/2025,37536.41,29465.35,Yes,None,12679,302006,Jaipur,Rajasthan,No
C81222408,P7720441,U288911,Comprehensive,Hatchback,Side Collision,07/22/2025,07/27/2025,26902.17,25035.22,Yes,Minor,13731,560003,Bengaluru,Karnataka,No
C75361131,P1145965,U153903,Comprehensive,Hatchback,Parking Bump,11/11/2024,11/15/2024,9280.7,7370.0,No,None,15133,500010,Hyderabad,Telangana,No
C15951741,P9850191,U199360,Motor TP,Sedan,Rear Collision,11/28/2023,12/02/2023,46452.55,34988.53,Yes,Minor,1000,226010,Lucknow,Uttar Pradesh,No
C66244016,P4498567,U964070,Motor OD,Hatchback,Rear Collision,10/27/2023,10/30/2023,27738.08,26361.65,Yes,Minor,13134,226005,Lucknow,Uttar Pradesh,No
C00729707,P0858840,U880019,Comprehensive,Sedan,Rear Collision,04/05/2024,04/06/2024,9526.24,6931.34,Yes,None,3406,110010,Delhi,Delhi,No
C31723595,P7905782,U628839,Motor OD,Sedan,Theft,06/15/2025,06/19/2025,36140.09,32349.62,Yes,None,5692,400005,Mumbai,Maharashtra,No
C81156128,P7706623,U012492,Comprehensive,SUV,Rear Collision,01/25/2025,02/04/2025,21618.08,16609.36,No,None,10220,226001,Lucknow,Uttar Pradesh,Yes
C93574969,P7472080,U332088,Motor TP,SUV,Rear Collision,08/17/2024,08/20/2024,34168.65,33196.98,Yes,None,13959,500007,Hyderabad,Telangana,Yes
C81500046,P6157261,U650393,Motor OD,Motorcycle,Rear Collision,12/21/2023,12/21/2023,14825.92,13637.29,No,None,10612,302009,Jaipur,Rajasthan,No
C88532713,P8445974,U312534,Motor TP,Sedan,Side Collision,08/16/2023,08/17/2023,41054.36,32007.31,No,None,12014,600010,Chennai,Tamil Nadu,No
C30866347,P6038693,U154597,Motor TP,Hatchback,Parking Bump,12/15/2023,12/16/2023,2000.0,1815.62,Yes,None,9901,302006,Jaipur,Rajasthan,No
C86342845,P5357329,U834735,Motor TP,SUV,Side Collision,01/06/2023,01/20/2023,57810.68,56869.46,Yes,Minor,14563,226008,Lucknow,Uttar Pradesh,No
C45114606,P4587406,U159639,Motor TP,Motorcycle,Rear Collision,06/03/2024,06/06/2024,3619.15,3591.69,Yes,Minor,12800,411006,Pune,Maharashtra,No
C48108718,P4696540,U952118,Comprehensive,SUV,Rear Collision,05/17/2023,05/20/2023,73425.37,65796.37,No,Minor,17473,400007,Mumbai,Maharashtra,No
C67977633,P6802992,U313697,Comprehensive,Sedan,Rear Collision,07/28/2024,07/28/2024,22414.36,16577.9,No,Minor,14276,302005,Jaipur,Rajasthan,No
C48232011,P5419652,U494593,Comprehensive,Hatchback,Windshield Damage,05/23/2025,06/13/2025,8430.2,7570.2,Yes,Minor,6084,500002,Hyderabad,Telangana,No
C78021197,P2000140,U327839,Comprehensive,SUV,Rear Collision,09/28/2023,09/28/2023,48777.41,40879.24,Yes,None,9082,500003,Hyderabad,Telangana,Yes
C83575261,P7509904,U534539,Comprehensive,Sedan,Side Collision,04/19/2024,04/21/2024,39413.39,28885.75,No,Minor,7106,302007,Jaipur,Rajasthan,No
C77178017,P7624892,U926720,Comprehensive,Sedan,Rear Collision,01/30/2025,01/31/2025,25470.9,19482.29,Yes,Major,15689,411004,Pune,Maharashtra,Yes
C15870995,P0760400,U673122,Motor OD,Sedan,Side Collision,07/23/2024,07/28/2024,44129.75,36756.55,Yes,None,7095,411004,Pune,Maharashtra,Yes
C21741419,P3736665,U500534,Comprehensive,Sedan,Side Collision,05/04/2025,05/04/2025,51933.05,41938.0,Yes,None,11576,560010,Bengaluru,Karnataka,No
C31948334,P1043500,U320574,Motor OD,Sedan,Single Vehicle,07/16/2024,07/18/2024,36246.2,36004.2,Yes,None,7267,302010,Jaipur,Rajasthan,Yes
C22701527,P4405037,U844762,Motor OD,Hatchback,Rear Collision,01/09/2023,01/12/2023,48989.89,35165.57,Yes,None,11093,700001,Kolkata,West Bengal,Yes
C84009740,P1233078,U992156,Comprehensive,Sedan,Side Collision,11/27/2024,11/27/2024,44169.89,33093.28,Yes,Minor,22626,700005,Kolkata,West Bengal,No
C50012854,P1844075,U886803,Comprehensive,Sedan,Single Vehicle,08/27/2025,08/28/2025,42451.4,40468.02,Yes,Minor,14989,560008,Bengaluru,Karnataka,No
C27005775,P6683343,U946473,Comprehensive,SUV,Head-on,01/09/2024,01/12/2024,31663.3,29280.77,Yes,None,11828,302007,Jaipur,Rajasthan,No
C56866642,P9581936,U416202,Comprehensive,Motorcycle,Head-on,07/12/2024,07/13/2024,4659.16,4564.15,Yes,None,15640,380006,Ahmedabad,Gujarat,Yes
C44336516,P3561939,U211745,Comprehensive,SUV,Parking Bump,03/20/2024,03/20/2024,12404.35,10319.36,Yes,None,12126,600003,Chennai,Tamil Nadu,Yes
C79818323,P9488445,U989657,Comprehensive,SUV,Windshield Damage,11/29/2023,11/29/2023,32992.58,26406.3,Yes,None,15147,380010,Ahmedabad,Gujarat,Yes
C18967425,P3486779,U766831,Comprehensive,Hatchback,Parking Bump,01/05/2024,01/07/2024,5971.08,5129.65,Yes,Minor,12178,110008,Delhi,Delhi,No
C25275253,P3112683,U174014,Motor OD,Sedan,Rear Collision,01/26/2024,01/30/2024,28779.32,21194.13,Yes,Minor,13054,226006,Lucknow,Uttar Pradesh,No
C25059063,P6548400,U010530,Comprehensive,Sedan,Rear Collision,08/29/2023,08/30/2023,23441.57,21014.66,No,None,15160,380002,Ahmedabad,Gujarat,Yes
C19621208,P0636122,U307923,Comprehensive,Sedan,Side Collision,10/09/2023,10/14/2023,15353.46,11164.36,No,None,14119,380004,Ahmedabad,Gujarat,No
C23392514,P1338222,U239504,Motor TP,Sedan,Windshield Damage,01/21/2023,01/22/2023,15197.54,10982.33,Yes,None,15575,411005,Pune,Maharashtra,No
C34971332,P1318747,U228733,Comprehensive,SUV,Side Collision,04/21/2025,04/26/2025,95700.18,90750.09,Yes,None,12768,560006,Bengaluru,Karnataka,No
C98980780,P5615221,U842788,Motor TP,Van,Side Collision,02/12/2024,02/12/2024,54543.3,52418.0,Yes,None,12509,600003,Chennai,Tamil Nadu,No
C57235924,P7144000,U515681,Comprehensive,Sedan,Single Vehicle,12/08/2024,12/13/2024,38114.49,33683.96,Yes,Minor,14682,411003,Pune,Maharashtra,No
C10266959,P0645635,U166240,Comprehensive,Hatchback,Single Vehicle,04/18/2023,04/21/2023,29351.51,26250.19,Yes,None,11166,600003,Chennai,Tamil Nadu,No
C42450455,P3754802,U095913,Motor TP,Sedan,Side Collision,07/29/2025,08/01/2025,41950.02,31068.08,Yes,None,19995,226009,Lucknow,Uttar Pradesh,Yes
C84171748,P5920193,U085151,Comprehensive,Hatchback,Side Collision,04/05/2023,04/06/2023,26870.84,26466.14,No,None,5152,380003,Ahmedabad,Gujarat,No
C56594825,P3182951,U714632,Comprehensive,Hatchback,Side Collision,01/19/2025,01/21/2025,25615.16,21669.74,Yes,None,12134,110007,Delhi,Delhi,Yes
C99125179,P3992755,U311852,Comprehensive,Hatchback,Windshield Damage,12/04/2023,12/25/2023,15147.68,13448.66,Yes,None,14811,700006,Kolkata,West Bengal,Yes
C04348169,P7106246,U923142,Motor TP,Sedan,Theft,11/05/2023,11/06/2023,38319.1,36104.83,Yes,None,10893,400006,Mumbai,Maharashtra,Yes
C19418896,P4877133,U863945,Comprehensive,Hatchback,Single Vehicle,09/11/2024,10/03/2024,36593.55,30129.54,No,None,11013,400006,Mumbai,Maharashtra,No
C99639099,P7265300,U616214,Motor OD,Hatchback,Head-on,09/11/2025,09/21/2025,61530.88,51554.76,Yes,Minor,19058,000000,Jaipur,Rajasthan,No
C55409666,P4814069,U962044,Comprehensive,Sedan,Side Collision,04/19/2025,04/20/2025,30947.13,26786.11,No,None,5972,560002,Bengaluru,Karnataka,No
C03611616,P1329546,U558081,Comprehensive,Sedan,Rear Collision,09/13/2025,09/16/2025,7565.3,6247.81,No,None,7097,226003,Lucknow,Uttar Pradesh,No
C27340011,P6514426,U421209,Comprehensive,Hatchback,Theft,03/23/2023,04/01/2023,46682.39,34818.28,Yes,None,12776,400009,Mumbai,Maharashtra,No
C69736078,P2909760,U404462,Motor TP,Sedan,Side Collision,02/16/2025,02/17/2025,35198.67,26452.74,Yes,Minor,6651,302003,Jaipur,Rajasthan,Yes
C35579479,P2735222,U703226,Motor OD,Hatchback,Side Collision,01/24/2023,01/29/2023,33282.4,23369.92,No,None,10866,700009,Kolkata,West Bengal,No
C83558048,P6352080,U768295,Comprehensive,Hatchback,Theft,10/09/2024,10/10/2024,33892.86,32880.04,Yes,None,9868,380002,Ahmedabad,Gujarat,Yes
C23072926,P2424970,U942044,Comprehensive,SUV,Windshield Damage,05/25/2025,05/28/2025,15028.54,13836.19,Yes,None,13772,110001,Delhi,Delhi,No
C64263758,P6526008,U429000,Comprehensive,Hatchback,Parking Bump,03/23/2023,03/24/2023,15722.83,13250.55,Yes,Minor,10490,110002,Delhi,Delhi,No
C59043676,P0639417,U735482,Comprehensive,Sedan,Single Vehicle,11/24/2024,12/05/2024,44847.44,38918.05,No,None,15518,411003,Pune,Maharashtra,Yes
C11104099,P0282766,U655071,Motor OD,Hatchback,Head-on,06/12/2023,06/14/2023,29769.36,29400.81,Yes,None,2738,380008,Ahmedabad,Gujarat,Yes
C48588302,P4909942,U984577,Comprehensive,Sedan,Windshield Damage,03/25/2025,03/25/2025,14129.72,10771.39,Yes,None,14036,302010,Jaipur,Rajasthan,No
C55303875,P4645929,U935513,Motor OD,Sedan,Rear Collision,07/31/2023,07/31/2023,36389.34,27900.28,Yes,None,10893,110008,Delhi,Delhi,Yes
C71780165,P9390369,U614863,Motor TP,Hatchback,Windshield Damage,06/16/2023,06/17/2023,12473.88,11998.5,Yes,None,14616,226003,Lucknow,Uttar Pradesh,Yes
C18757896,P2923002,U366169,Comprehensive,Sedan,Side Collision,10/30/2023,10/30/2023,5442.24,4133.42,Yes,None,6243,302006,Jaipur,Rajasthan,No
C26419562,P1254743,U440362,Motor TP,Hatchback,Theft,10/29/2023,10/31/2023,57666.57,46416.16,Yes,None,10312,560008,Bengaluru,Karnataka,Yes
C21287243,P9884740,U422360,Comprehensive,Hatchback,Windshield Damage,02/21/2023,02/23/2023,19719.42,19654.65,No,None,8319,411005,Pune,Maharashtra,No
C22127724,P5264145,U573130,Motor OD,SUV,Theft,08/01/2025,08/16/2025,22464.73,18377.55,Yes,None,15586,380001,Ahmedabad,Gujarat,No
C87033851,P7042728,U925961,Comprehensive,Sedan,Parking Bump,08/07/2023,08/21/2023,9451.74,6646.45,No,Minor,8331,600001,Chennai,Tamil Nadu,Yes
C88738299,P3425567,U994874,Comprehensive,Hatchback,Parking Bump,01/31/2024,02/05/2024,12798.83,10278.94,Yes,None,6556,400007,Mumbai,Maharashtra,No
C90771487,P5832802,U717631,Comprehensive,Hatchback,Parking Bump,08/14/2024,09/04/2024,5617.83,5517.85,Yes,None,12384,226009,Lucknow,Uttar Pradesh,No
C41097263,P3445722,U007178,Motor TP,Sedan,Parking Bump,01/28/2023,01/31/2023,9984.94,7423.07,Yes,None,17920,400008,Mumbai,Maharashtra,Yes
C54016094,P7756409,U978001,Comprehensive,Hatchback,Parking Bump,04/26/2024,04/28/2024,2000.0,1854.32,Yes,None,12106,110002,Delhi,Delhi,No
C37946142,P8526892,U756582,Comprehensive,Hatchback,Theft,05/25/2023,06/18/2023,41626.36,36504.11,Yes,None,13957,400004,Mumbai,Maharashtra,Yes
C95410401,P8330749,U662115,Motor OD,Sedan,Single Vehicle,06/18/2024,06/18/2024,66452.08,50181.19,No,Minor,13927,226007,Lucknow,Uttar Pradesh,Yes
C16858748,P4825846,U584624,Comprehensive,SUV,Rear Collision,12/10/2024,12/12/2024,36301.63,31707.15,No,None,11601,400003,Mumbai,Maharashtra,No
C06113193,P4276521,U678393,Motor TP,Sedan,Rear Collision,04/19/2023,04/22/2023,30467.33,30317.12,No,None,14546,380002,Ahmedabad,Gujarat,No
C80786581,P5231757,U659853,Comprehensive,Van,Single Vehicle,08/08/2025,08/11/2025,37759.78,30027.47,Yes,None,9478,500005,Hyderabad,Telangana,No
C97634615,P7125850,U599150,Comprehensive,Hatchback,Theft,07/14/2023,07/20/2023,34351.94,24628.91,Yes,None,15605,700009,Kolkata,West Bengal,No
C69866080,P9605036,U014597,Motor OD,Hatchback,Rear Collision,03/16/2023,03/20/2023,31857.23,29332.36,Yes,Minor,17118,560002,Bengaluru,Karnataka,No
C35061183,P0302629,U233442,Comprehensive,Van,Single Vehicle,09/12/2023,09/20/2023,40933.04,28691.32,No,None,8432,600002,Chennai,Tamil Nadu,No
C20956630,P7910202,U475016,Comprehensive,Hatchback,Single Vehicle,06/15/2023,06/17/2023,20579.08,17119.16,Yes,None,15445,302007,Jaipur,Rajasthan,No
C00820284,P3813417,U991661,Comprehensive,Hatchback,Rear Collision,07/26/2023,07/26/2023,35278.74,28269.02,Yes,None,12335,700009,Kolkata,West Bengal,Yes
C99777685,P2546526,U924370,Comprehensive,Sedan,Windshield Damage,09/01/2024,09/02/2024,17311.3,13855.39,Yes,Minor,10738,380007,Ahmedabad,Gujarat,No
C16678947,P2102525,U203911,Motor TP,Sedan,Parking Bump,08/05/2024,08/06/2024,8427.73,7473.22,Yes,None,6303,700004,Kolkata,West Bengal,Yes
C85660898,P4029586,U011623,Motor OD,Sedan,Single Vehicle,09/23/2024,10/01/2024,43531.59,34187.59,No,Minor,16256,600003,Chennai,Tamil Nadu,No
C21270786,P0182502,U712581,Comprehensive,SUV,Parking Bump,04/11/2023,04/13/2023,24454.41,22994.36,Yes,Major,16701,700007,Kolkata,West Bengal,Yes
C94666110,P0211549,U498082,Comprehensive,Sedan,Head-on,09/08/2024,09/10/2024,45400.7,41060.93,Yes,None,10441,560009,Bengaluru,Karnataka,No
C60741591,P7061485,U558414,Comprehensive,Hatchback,Single Vehicle,09/07/2024,09/16/2024,26562.0,26303.86,Yes,Minor,10038,110003,Delhi,Delhi,No
C04618943,P8654605,U658403,Motor TP,Sedan,Parking Bump,04/16/2024,04/19/2024,16503.19,15870.87,Yes,Minor,9221,400003,Mumbai,Maharashtra,No
C94294808,P7559303,U014954,Motor TP,Hatchback,Side Collision,07/28/2025,07/28/2025,23355.95,19911.91,Yes,Minor,16359,700001,Kolkata,West Bengal,No
C69514981,P9275818,U619351,Motor OD,SUV,Rear Collision,04/18/2025,05/09/2025,25270.26,24410.51,No,Minor,14227,560006,Bengaluru,Karnataka,Yes
C49319382,P1820072,U708510,Comprehensive,Hatchback,Single Vehicle,07/05/2023,07/11/2023,35097.02,25283.13,No,None,10407,560009,Bengaluru,Karnataka,Yes
C24416939,P8490812,U402018,Motor TP,Sedan,Side Collision,02/21/2024,02/23/2024,22617.9,21365.23,No,None,4130,560002,Bengaluru,Karnataka,No
C06388781,P0558573,U608491,Comprehensive,Sedan,Single Vehicle,07/14/2025,07/19/2025,59367.09,53935.96,Yes,None,12685,700009,Kolkata,West Bengal,No
C77584919,P6882120,U402921,Motor OD,Hatchback,Rear Collision,11/17/2024,11/20/2024,18011.4,17376.47,Yes,None,13418,302006,Jaipur,Rajasthan,No
C98740880,P1827863,U793745,Comprehensive,Hatchback,Parking Bump,08/30/2024,09/02/2024,8385.52,8375.11,Yes,Minor,9784,700010,Kolkata,West Bengal,No
C02953100,P5453971,U148112,Comprehensive,SUV,Windshield Damage,03/10/2024,03/10/2024,38400.34,27299.08,Yes,None,18499,380006,Ahmedabad,Gujarat,Yes
C11397754,P0349689,U730233,Motor OD,Sedan,Rear Collision,02/02/2024,02/03/2024,34232.12,32072.46,Yes,None,19678,999999,Chennai,Tamil Nadu,No
C61065118,P4513016,U819152,Motor OD,Pickup,Rear Collision,01/21/2025,01/21/2025,68100.18,57741.18,No,None,12067,302004,Jaipur,Rajasthan,No
C02663446,P2382141,U350535,Comprehensive,Hatchback,Side Collision,09/27/2023,10/01/2023,28586.4,20768.6,No,None,13173,226008,Lucknow,Uttar Pradesh,No
C92664227,P7408725,U885451,Comprehensive,Sedan,Rear Collision,07/16/2023,07/26/2023,39007.29,37040.67,Yes,Minor,12430,226010,Lucknow,Uttar Pradesh,No
C93050348,P3788132,U246200,Comprehensive,Hatchback,Rear Collision,03/23/2025,03/25/2025,21930.34,17695.9,No,None,7827,500003,Hyderabad,Telangana,No
C80928157,P1414064,U992792,Motor OD,SUV,Side Collision,06/30/2023,07/04/2023,25371.56,20847.93,Yes,None,13622,666666,Ahmedabad,Gujarat,No
C00638419,P8671928,U935427,Motor OD,Hatchback,Parking Bump,04/08/2024,05/06/2024,8002.43,5718.16,Yes,Minor,7084,500002,Hyderabad,Telangana,Yes
C68641526,P0889949,U143834,Comprehensive,Hatchback,Single Vehicle,05/29/2023,05/31/2023,11804.52,8945.86,No,Minor,10366,380003,Ahmedabad,Gujarat,Yes
C08118743,P9724096,U653471,Comprehensive,Hatchback,Theft,12/10/2024,12/15/2024,32966.42,24186.85,Yes,None,12759,380005,Ahmedabad,Gujarat,Yes
C98560603,P4782096,U503081,Comprehensive,SUV,Windshield Damage,01/26/2023,01/27/2023,42174.19,41862.7,Yes,None,8292,226007,Lucknow,Uttar Pradesh,No
C14975492,P9088762,U876923,Comprehensive,SUV,Side Collision,11/03/2024,11/17/2024,53252.04,50574.14,Yes,None,11529,500001,Hyderabad,Telangana,No
C80892668,P7292844,U001587,Comprehensive,Hatchback,Single Vehicle,01/30/2024,02/01/2024,23409.83,20151.4,No,None,11248,226002,Lucknow,Uttar Pradesh,No
C52844015,P1395972,U323503,Motor OD,SUV,Single Vehicle,10/19/2024,10/24/2024,53643.47,43055.77,No,None,13229,400007,Mumbai,Maharashtra,No
C28369530,P6936275,U724150,Motor OD,Hatchback,Rear Collision,08/20/2023,08/21/2023,13762.77,12474.67,Yes,Minor,13756,411004,Pune,Maharashtra,No
C88371909,P8884525,U145953,Comprehensive,SUV,Single Vehicle,07/20/2023,07/21/2023,59913.85,43879.06,No,Minor,19188,500002,Hyderabad,Telangana,Yes
C39585471,P4632530,U438347,Motor OD,SUV,Parking Bump,09/12/2024,09/15/2024,25925.3,24228.87,Yes,None,5406,226005,Lucknow,Uttar Pradesh,No
C63176872,P2243888,U240269,Comprehensive,SUV,Parking Bump,05/18/2024,05/28/2024,22397.33,21258.19,Yes,Minor,17508,226009,Lucknow,Uttar Pradesh,No
C27881597,P4107086,U489605,Motor TP,Hatchback,Head-on,03/07/2024,03/10/2024,48829.76,43871.79,Yes,None,7976,400010,Mumbai,Maharashtra,No
C98069222,P5710092,U155597,Motor TP,SUV,Parking Bump,12/10/2023,12/11/2023,2000.0,1802.15,No,None,15403,700003,Kolkata,West Bengal,No
C59659769,P2069795,U114850,Motor OD,Hatchback,Single Vehicle,10/24/2023,11/10/2023,12731.25,12459.19,Yes,None,17664,111111,Hyderabad,Telangana,No
C31529524,P8181460,U478172,Motor TP,Sedan,Parking Bump,04/21/2023,04/21/2023,9807.89,8262.96,Yes,None,18889,600003,Chennai,Tamil Nadu,Yes
C74405526,P9165955,U736331,Comprehensive,Pickup,Single Vehicle,03/25/2025,04/15/2025,58739.4,58423.94,No,None,12143,226003,Lucknow,Uttar Pradesh,Yes
C64793998,P7316579,U758979,Comprehensive,SUV,Side Collision,03/15/2024,03/17/2024,54423.85,46266.37,No,None,2413,600008,Chennai,Tamil Nadu,No
C30856129,P8749682,U339429,Motor TP,Pickup,Side Collision,08/29/2023,09/12/2023,55231.46,50219.54,Yes,None,9685,700008,Kolkata,West Bengal,Yes
C87184686,P0171145,U233802,Motor OD,Pickup,Side Collision,06/21/2023,06/21/2023,31271.98,28337.88,No,None,13779,500009,Hyderabad,Telangana,No
C19596379,P5000040,U133369,Motor OD,SUV,Parking Bump,05/05/2024,06/02/2024,13889.94,13244.37,No,None,8404,600005,Chennai,Tamil Nadu,Yes
C42727902,P8645605,U294514,Comprehensive,Hatchback,Parking Bump,03/17/2023,03/31/2023,12713.3,11305.28,Yes,None,16138,600008,Chennai,Tamil Nadu,Yes
C19731221,P2848710,U954960,Comprehensive,Sedan,Rear Collision,03/30/2025,03/30/2025,43302.31,43272.57,No,None,15062,400009,Mumbai,Maharashtra,No
C16904981,P8694545,U480824,Comprehensive,Sedan,Theft,06/09/2023,06/14/2023,58565.36,53705.88,Yes,None,12960,411005,Pune,Maharashtra,Yes
C31052869,P8015009,U763181,Motor OD,SUV,Parking Bump,03/01/2025,03/02/2025,21360.71,18635.09,Yes,Minor,10238,302004,Jaipur,Rajasthan,No
C67273416,P8123123,U693031,Comprehensive,Van,Windshield Damage,09/19/2024,09/19/2024,19550.71,15682.5,No,None,12630,400009,Mumbai,Maharashtra,Yes
C35083168,P1050344,U868748,Comprehensive,Hatchback,Single Vehicle,04/27/2023,05/08/2023,15164.47,13520.67,Yes,None,9942,110009,Delhi,Delhi,No
C22419108,P6769503,U454836,Motor OD,SUV,Parking Bump,09/06/2025,09/27/2025,19774.52,13928.28,No,Minor,11377,600006,Chennai,Tamil Nadu,Yes
C17434693,P1489104,U895640,Comprehensive,Sedan,Parking Bump,12/23/2023,12/26/2023,17719.58,13320.21,Yes,None,17451,600007,Chennai,Tamil Nadu,No
C06372060,P2732071,U948569,Comprehensive,Sedan,Side Collision,09/29/2024,10/20/2024,34682.74,33779.41,No,Minor,13737,380009,Ahmedabad,Gujarat,No
C15888310,P5592877,U509872,Comprehensive,SUV,Windshield Damage,01/29/2023,02/03/2023,26791.78,24299.79,No,None,16492,380002,Ahmedabad,Gujarat,No
C73424847,P2565011,U530288,Comprehensive,Hatchback,Single Vehicle,01/03/2025,01/27/2025,31360.9,23927.53,Yes,Minor,14745,500007,Hyderabad,Telangana,No
C48062558,P5539731,U072988,Comprehensive,Sedan,Rear Collision,03/14/2023,03/28/2023,34759.1,32225.19,Yes,None,3960,226010,Lucknow,Uttar Pradesh,Yes
C28198318,P8632120,U529809,Motor TP,Hatchback,Side Collision,06/16/2023,06/21/2023,28931.93,28390.64,Yes,None,12746,400003,Mumbai,Maharashtra,No
C31877534,P7800924,U882503,Comprehensive,SUV,Parking Bump,11/23/2023,11/25/2023,17311.48,15090.66,Yes,None,11750,560007,Bengaluru,Karnataka,No
C48025706,P2047485,U893617,Comprehensive,Hatchback,Parking Bump,05/29/2024,05/30/2024,13122.24,12543.35,Yes,Minor,16285,110005,Delhi,Delhi,No
C00802702,P8952081,U060637,Comprehensive,SUV,Single Vehicle,01/02/2025,01/17/2025,65766.95,57603.68,Yes,Minor,5509,560010,Bengaluru,Karnataka,Yes
C76860640,P5111576,U064889,Comprehensive,SUV,Rear Collision,09/02/2024,09/02/2024,52385.48,47016.46,Yes,None,13945,400001,Mumbai,Maharashtra,No
C87663610,P2392929,U209186,Motor TP,Sedan,Theft,07/13/2023,07/15/2023,90866.63,83514.9,Yes,None,15448,302004,Jaipur,Rajasthan,Yes
C60206728,P3569832,U630625,Motor OD,Hatchback,Single Vehicle,05/07/2024,05/16/2024,22926.11,21414.69,Yes,None,13832,110005,Delhi,Delhi,No
C26241993,P5735085,U333132,Motor OD,Hatchback,Rear Collision,12/25/2024,01/08/2025,12957.88,9549.35,No,None,4299,560001,Bengaluru,Karnataka,No
C88635182,P5550369,U428962,Motor TP,SUV,Windshield Damage,08/21/2024,09/04/2024,5982.16,4639.59,Yes,None,15984,226009,Lucknow,Uttar Pradesh,No
C44287269,P9550445,U981059,Motor TP,Pickup,Theft,08/20/2023,08/27/2023,89020.35,83237.06,Yes,None,13043,600005,Chennai,Tamil Nadu,Yes
C32479801,P7864056,U526727,Comprehensive,Sedan,Theft,11/14/2023,11/19/2023,77122.04,60743.98,Yes,None,14194,700005,Kolkata,West Bengal,No
C36642769,P9065155,U922205,Motor OD,Van,Rear Collision,08/16/2025,08/26/2025,2000.0,1701.8,No,None,8447,380003,Ahmedabad,Gujarat,No
